time,ghi,direct,dhi,temp_c,cloud_pct,wind_ms
2023-01-01 00:00:00+00:00,0.0,0.0,0.0,8.0,88,6.9
2023-01-01 01:00:00+00:00,0.0,0.0,0.0,8.0,99,7.2
2023-01-01 02:00:00+00:00,1.0,0.0,1.0,8.1,11,7.6
2023-01-01 03:00:00+00:00,75.0,28.0,47.0,9.5,13,8.7
2023-01-01 04:00:00+00:00,234.0,142.0,92.0,12.0,0,6.9
2023-01-01 05:00:00+00:00,392.0,275.0,117.0,14.4,0,6.5
2023-01-01 06:00:00+00:00,509.0,378.0,131.0,16.2,0,6.3
2023-01-01 07:00:00+00:00,567.0,429.0,138.0,17.3,0,5.5
2023-01-01 08:00:00+00:00,560.0,423.0,137.0,18.0,0,6.0
2023-01-01 09:00:00+00:00,489.0,360.0,129.0,18.3,21,5.9
2023-01-01 10:00:00+00:00,360.0,243.0,117.0,18.2,37,5.8
2023-01-01 11:00:00+00:00,190.0,98.0,92.0,17.4,23,5.0
2023-01-01 12:00:00+00:00,51.0,18.0,33.0,16.8,86,4.9
2023-01-01 13:00:00+00:00,0.0,0.0,0.0,15.8,49,1.1
2023-01-01 14:00:00+00:00,0.0,0.0,0.0,14.9,35,1.8
2023-01-01 15:00:00+00:00,0.0,0.0,0.0,12.0,0,3.9
2023-01-01 16:00:00+00:00,0.0,0.0,0.0,10.6,0,5.5
2023-01-01 17:00:00+00:00,0.0,0.0,0.0,10.8,0,5.6
2023-01-01 18:00:00+00:00,0.0,0.0,0.0,11.2,0,5.4
2023-01-01 19:00:00+00:00,0.0,0.0,0.0,9.3,0,7.3
2023-01-01 20:00:00+00:00,0.0,0.0,0.0,8.6,0,8.1
2023-01-01 21:00:00+00:00,0.0,0.0,0.0,8.1,0,8.5
2023-01-01 22:00:00+00:00,0.0,0.0,0.0,7.3,0,9.2
2023-01-01 23:00:00+00:00,0.0,0.0,0.0,8.9,0,6.1
2023-01-02 00:00:00+00:00,0.0,0.0,0.0,6.5,0,5.1
2023-01-02 01:00:00+00:00,0.0,0.0,0.0,6.7,0,4.6
2023-01-02 02:00:00+00:00,1.0,0.0,1.0,6.3,0,5.0
2023-01-02 03:00:00+00:00,76.0,30.0,46.0,8.8,0,6.4
2023-01-02 04:00:00+00:00,233.0,132.0,101.0,12.1,0,4.0
2023-01-02 05:00:00+00:00,404.0,295.0,109.0,15.0,0,3.1
2023-01-02 06:00:00+00:00,520.0,397.0,123.0,16.6,0,2.0
2023-01-02 07:00:00+00:00,571.0,435.0,136.0,17.5,0,2.4
2023-01-02 08:00:00+00:00,565.0,428.0,137.0,18.0,0,4.1
2023-01-02 09:00:00+00:00,495.0,367.0,128.0,18.2,0,5.8
2023-01-02 10:00:00+00:00,370.0,258.0,112.0,17.9,0,7.0
2023-01-02 11:00:00+00:00,208.0,124.0,84.0,17.0,0,4.9
2023-01-02 12:00:00+00:00,55.0,22.0,33.0,15.2,0,3.7
2023-01-02 13:00:00+00:00,0.0,0.0,0.0,14.1,4,1.3
2023-01-02 14:00:00+00:00,0.0,0.0,0.0,13.3,0,2.2
2023-01-02 15:00:00+00:00,0.0,0.0,0.0,12.8,0,3.9
2023-01-02 16:00:00+00:00,0.0,0.0,0.0,12.4,0,5.2
2023-01-02 17:00:00+00:00,0.0,0.0,0.0,12.2,0,4.3
2023-01-02 18:00:00+00:00,0.0,0.0,0.0,11.7,0,5.0
2023-01-02 19:00:00+00:00,0.0,0.0,0.0,11.0,0,5.1
2023-01-02 20:00:00+00:00,0.0,0.0,0.0,10.4,12,5.9
2023-01-02 21:00:00+00:00,0.0,0.0,0.0,9.5,37,6.0
2023-01-02 22:00:00+00:00,0.0,0.0,0.0,8.5,54,4.1
2023-01-02 23:00:00+00:00,0.0,0.0,0.0,7.8,100,2.4
2023-01-03 00:00:00+00:00,0.0,0.0,0.0,6.0,100,1.8
2023-01-03 01:00:00+00:00,0.0,0.0,0.0,6.5,100,4.7
2023-01-03 02:00:00+00:00,1.0,0.0,1.0,6.7,100,5.5
2023-01-03 03:00:00+00:00,47.0,2.0,45.0,7.8,100,5.9
2023-01-03 04:00:00+00:00,139.0,18.0,121.0,9.7,100,5.7
2023-01-03 05:00:00+00:00,259.0,57.0,202.0,11.1,0,4.5
2023-01-03 06:00:00+00:00,430.0,224.0,206.0,13.6,18,6.7
2023-01-03 07:00:00+00:00,566.0,420.0,146.0,15.3,0,7.7
2023-01-03 08:00:00+00:00,566.0,429.0,137.0,16.2,0,8.9
2023-01-03 09:00:00+00:00,497.0,369.0,128.0,16.6,0,9.4
2023-01-03 10:00:00+00:00,372.0,260.0,112.0,16.5,0,9.7
2023-01-03 11:00:00+00:00,211.0,127.0,84.0,15.8,0,9.7
2023-01-03 12:00:00+00:00,58.0,23.0,35.0,11.9,0,6.4
2023-01-03 13:00:00+00:00,0.0,0.0,0.0,10.7,0,7.7
2023-01-03 14:00:00+00:00,0.0,0.0,0.0,10.0,0,7.9
2023-01-03 15:00:00+00:00,0.0,0.0,0.0,9.6,0,8.7
2023-01-03 16:00:00+00:00,0.0,0.0,0.0,8.9,0,9.2
2023-01-03 17:00:00+00:00,0.0,0.0,0.0,8.2,0,7.9
2023-01-03 18:00:00+00:00,0.0,0.0,0.0,7.6,0,7.1
2023-01-03 19:00:00+00:00,0.0,0.0,0.0,7.3,0,7.3
2023-01-03 20:00:00+00:00,0.0,0.0,0.0,7.3,0,8.7
2023-01-03 21:00:00+00:00,0.0,0.0,0.0,7.1,0,8.7
2023-01-03 22:00:00+00:00,0.0,0.0,0.0,6.8,0,8.7
2023-01-03 23:00:00+00:00,0.0,0.0,0.0,6.6,0,8.4
2023-01-04 00:00:00+00:00,0.0,0.0,0.0,5.4,53,8.5
2023-01-04 01:00:00+00:00,0.0,0.0,0.0,5.7,100,8.1
2023-01-04 02:00:00+00:00,1.0,0.0,1.0,5.9,100,8.9
2023-01-04 03:00:00+00:00,60.0,15.0,45.0,7.1,98,10.0
2023-01-04 04:00:00+00:00,173.0,57.0,116.0,9.1,45,11.2
2023-01-04 05:00:00+00:00,348.0,181.0,167.0,11.3,4,8.6
2023-01-04 06:00:00+00:00,515.0,375.0,140.0,13.2,0,8.4
2023-01-04 07:00:00+00:00,578.0,435.0,143.0,14.8,0,8.7
2023-01-04 08:00:00+00:00,576.0,439.0,137.0,15.8,0,8.7
2023-01-04 09:00:00+00:00,507.0,378.0,129.0,16.4,0,8.5
2023-01-04 10:00:00+00:00,381.0,268.0,113.0,16.5,0,8.5
2023-01-04 11:00:00+00:00,217.0,131.0,86.0,15.9,0,9.3
2023-01-04 12:00:00+00:00,60.0,25.0,35.0,11.1,0,6.1
2023-01-04 13:00:00+00:00,0.0,0.0,0.0,10.0,0,7.4
2023-01-04 14:00:00+00:00,0.0,0.0,0.0,9.5,0,7.7
2023-01-04 15:00:00+00:00,0.0,0.0,0.0,8.5,0,7.1
2023-01-04 16:00:00+00:00,0.0,0.0,0.0,7.6,0,7.9
2023-01-04 17:00:00+00:00,0.0,0.0,0.0,6.7,0,9.8
2023-01-04 18:00:00+00:00,0.0,0.0,0.0,7.1,0,7.9
2023-01-04 19:00:00+00:00,0.0,0.0,0.0,6.4,1,6.9
2023-01-04 20:00:00+00:00,0.0,0.0,0.0,5.8,0,5.6
2023-01-04 21:00:00+00:00,0.0,0.0,0.0,6.0,100,7.4
2023-01-04 22:00:00+00:00,0.0,0.0,0.0,5.9,100,8.8
2023-01-04 23:00:00+00:00,0.0,0.0,0.0,5.7,100,8.7
2023-01-05 00:00:00+00:00,0.0,0.0,0.0,5.4,100,7.6
2023-01-05 01:00:00+00:00,0.0,0.0,0.0,5.7,100,8.3
2023-01-05 02:00:00+00:00,1.0,0.0,1.0,5.8,100,8.8
2023-01-05 03:00:00+00:00,38.0,3.0,35.0,6.5,100,8.1
2023-01-05 04:00:00+00:00,117.0,14.0,103.0,7.8,100,8.6
2023-01-05 05:00:00+00:00,205.0,23.0,182.0,9.1,100,8.7
2023-01-05 06:00:00+00:00,333.0,60.0,273.0,11.4,49,8.0
2023-01-05 07:00:00+00:00,555.0,367.0,188.0,13.3,17,8.1
2023-01-05 08:00:00+00:00,567.0,409.0,158.0,14.6,5,8.6
2023-01-05 09:00:00+00:00,504.0,363.0,141.0,15.4,0,9.4
2023-01-05 10:00:00+00:00,386.0,273.0,113.0,15.4,0,9.4
2023-01-05 11:00:00+00:00,222.0,136.0,86.0,14.9,0,8.4
2023-01-05 12:00:00+00:00,62.0,26.0,36.0,10.8,0,7.1
2023-01-05 13:00:00+00:00,0.0,0.0,0.0,9.8,0,6.9
2023-01-05 14:00:00+00:00,0.0,0.0,0.0,8.7,0,7.7
2023-01-05 15:00:00+00:00,0.0,0.0,0.0,8.7,0,7.6
2023-01-05 16:00:00+00:00,0.0,0.0,0.0,8.4,0,7.2
2023-01-05 17:00:00+00:00,0.0,0.0,0.0,6.9,0,8.4
2023-01-05 18:00:00+00:00,0.0,0.0,0.0,5.6,0,10.2
2023-01-05 19:00:00+00:00,0.0,0.0,0.0,4.9,3,10.9
2023-01-05 20:00:00+00:00,0.0,0.0,0.0,4.8,99,8.9
2023-01-05 21:00:00+00:00,0.0,0.0,0.0,4.9,100,4.0
2023-01-05 22:00:00+00:00,0.0,0.0,0.0,5.0,100,5.1
2023-01-05 23:00:00+00:00,0.0,0.0,0.0,5.0,100,5.8
2023-01-06 00:00:00+00:00,0.0,0.0,0.0,6.4,100,4.6
2023-01-06 01:00:00+00:00,0.0,0.0,0.0,6.9,100,5.5
2023-01-06 02:00:00+00:00,1.0,0.0,1.0,7.1,100,6.4
2023-01-06 03:00:00+00:00,34.0,2.0,32.0,7.4,100,6.3
2023-01-06 04:00:00+00:00,127.0,11.0,116.0,7.9,94,6.3
2023-01-06 05:00:00+00:00,286.0,103.0,183.0,9.3,79,6.6
2023-01-06 06:00:00+00:00,411.0,177.0,234.0,10.6,82,5.6
2023-01-06 07:00:00+00:00,549.0,343.0,206.0,12.1,90,6.3
2023-01-06 08:00:00+00:00,559.0,373.0,186.0,13.1,98,5.2
2023-01-06 09:00:00+00:00,502.0,341.0,161.0,13.9,100,6.2
2023-01-06 10:00:00+00:00,377.0,240.0,137.0,14.1,100,6.1
2023-01-06 11:00:00+00:00,211.0,106.0,105.0,13.6,100,6.4
2023-01-06 12:00:00+00:00,55.0,8.0,47.0,10.6,26,7.0
2023-01-06 13:00:00+00:00,0.0,0.0,0.0,8.3,0,8.9
2023-01-06 14:00:00+00:00,0.0,0.0,0.0,8.4,0,6.9
2023-01-06 15:00:00+00:00,0.0,0.0,0.0,8.0,0,7.4
2023-01-06 16:00:00+00:00,0.0,0.0,0.0,6.1,0,9.7
2023-01-06 17:00:00+00:00,0.0,0.0,0.0,6.1,0,6.9
2023-01-06 18:00:00+00:00,0.0,0.0,0.0,5.3,0,8.1
2023-01-06 19:00:00+00:00,0.0,0.0,0.0,4.6,0,9.5
2023-01-06 20:00:00+00:00,0.0,0.0,0.0,4.0,6,9.1
2023-01-06 21:00:00+00:00,0.0,0.0,0.0,4.4,100,5.4
2023-01-06 22:00:00+00:00,0.0,0.0,0.0,4.5,100,8.2
2023-01-06 23:00:00+00:00,0.0,0.0,0.0,4.3,100,7.2
2023-01-07 00:00:00+00:00,0.0,0.0,0.0,3.8,100,10.0
2023-01-07 01:00:00+00:00,0.0,0.0,0.0,4.7,100,11.6
2023-01-07 02:00:00+00:00,1.0,0.0,1.0,5.4,100,13.0
2023-01-07 03:00:00+00:00,40.0,3.0,37.0,5.9,100,13.2
2023-01-07 04:00:00+00:00,119.0,18.0,101.0,6.9,91,12.2
2023-01-07 05:00:00+00:00,251.0,54.0,197.0,8.8,81,10.5
2023-01-07 06:00:00+00:00,457.0,245.0,212.0,10.8,58,9.2
2023-01-07 07:00:00+00:00,563.0,393.0,170.0,12.6,32,8.6
2023-01-07 08:00:00+00:00,575.0,432.0,143.0,14.2,9,8.4
2023-01-07 09:00:00+00:00,510.0,381.0,129.0,15.1,0,8.2
2023-01-07 10:00:00+00:00,385.0,273.0,112.0,15.3,0,7.8
2023-01-07 11:00:00+00:00,223.0,137.0,86.0,14.7,0,7.8
2023-01-07 12:00:00+00:00,64.0,27.0,37.0,10.1,0,8.6
2023-01-07 13:00:00+00:00,0.0,0.0,0.0,8.9,16,8.4
2023-01-07 14:00:00+00:00,0.0,0.0,0.0,8.6,6,7.3
2023-01-07 15:00:00+00:00,0.0,0.0,0.0,8.3,10,8.6
2023-01-07 16:00:00+00:00,0.0,0.0,0.0,7.9,8,8.8
2023-01-07 17:00:00+00:00,0.0,0.0,0.0,7.4,0,8.3
2023-01-07 18:00:00+00:00,0.0,0.0,0.0,6.8,0,8.0
2023-01-07 19:00:00+00:00,0.0,0.0,0.0,6.4,0,8.0
2023-01-07 20:00:00+00:00,0.0,0.0,0.0,6.0,0,7.8
2023-01-07 21:00:00+00:00,0.0,0.0,0.0,5.8,0,8.5
2023-01-07 22:00:00+00:00,0.0,0.0,0.0,5.8,0,10.2
2023-01-07 23:00:00+00:00,0.0,0.0,0.0,5.8,0,12.0
2023-01-08 00:00:00+00:00,0.0,0.0,0.0,5.7,17,13.2
2023-01-08 01:00:00+00:00,0.0,0.0,0.0,6.0,100,13.3
2023-01-08 02:00:00+00:00,1.0,0.0,1.0,6.5,100,14.2
2023-01-08 03:00:00+00:00,35.0,2.0,33.0,7.1,100,13.9
2023-01-08 04:00:00+00:00,126.0,15.0,111.0,8.2,100,13.8
2023-01-08 05:00:00+00:00,236.0,41.0,195.0,10.0,72,13.4
2023-01-08 06:00:00+00:00,449.0,228.0,221.0,12.4,26,10.3
2023-01-08 07:00:00+00:00,563.0,399.0,164.0,14.4,28,9.7
2023-01-08 08:00:00+00:00,571.0,424.0,147.0,15.9,1,9.8
2023-01-08 09:00:00+00:00,510.0,383.0,127.0,16.8,0,9.2
2023-01-08 10:00:00+00:00,387.0,275.0,112.0,17.1,20,9.1
2023-01-08 11:00:00+00:00,223.0,136.0,87.0,16.5,7,9.4
2023-01-08 12:00:00+00:00,66.0,28.0,38.0,11.8,0,8.9
2023-01-08 13:00:00+00:00,0.0,0.0,0.0,10.7,0,8.9
2023-01-08 14:00:00+00:00,0.0,0.0,0.0,11.1,0,7.7
2023-01-08 15:00:00+00:00,0.0,0.0,0.0,9.4,0,8.9
2023-01-08 16:00:00+00:00,0.0,0.0,0.0,11.2,0,7.0
2023-01-08 17:00:00+00:00,0.0,0.0,0.0,11.1,0,3.4
2023-01-08 18:00:00+00:00,0.0,0.0,0.0,11.2,0,2.3
2023-01-08 19:00:00+00:00,0.0,0.0,0.0,10.8,0,3.8
2023-01-08 20:00:00+00:00,0.0,0.0,0.0,8.2,0,4.7
2023-01-08 21:00:00+00:00,0.0,0.0,0.0,6.0,25,5.8
2023-01-08 22:00:00+00:00,0.0,0.0,0.0,5.7,100,5.1
2023-01-08 23:00:00+00:00,0.0,0.0,0.0,6.6,100,5.4
2023-01-09 00:00:00+00:00,0.0,0.0,0.0,6.6,100,5.0
2023-01-09 01:00:00+00:00,0.0,0.0,0.0,6.6,100,5.1
2023-01-09 02:00:00+00:00,1.0,0.0,1.0,6.6,100,5.0
2023-01-09 03:00:00+00:00,36.0,0.0,36.0,7.4,100,4.5
2023-01-09 04:00:00+00:00,125.0,10.0,115.0,8.7,100,3.3
2023-01-09 05:00:00+00:00,215.0,27.0,188.0,10.7,100,3.1
2023-01-09 06:00:00+00:00,342.0,94.0,248.0,12.6,90,3.6
2023-01-09 07:00:00+00:00,542.0,351.0,191.0,15.3,100,5.9
2023-01-09 08:00:00+00:00,537.0,338.0,199.0,16.8,100,6.9
2023-01-09 09:00:00+00:00,394.0,153.0,241.0,17.2,100,5.9
2023-01-09 10:00:00+00:00,295.0,97.0,198.0,17.4,100,4.6
2023-01-09 11:00:00+00:00,168.0,34.0,134.0,16.9,100,4.3
2023-01-09 12:00:00+00:00,49.0,4.0,45.0,13.8,100,7.7
2023-01-09 13:00:00+00:00,0.0,0.0,0.0,13.4,100,6.9
2023-01-09 14:00:00+00:00,0.0,0.0,0.0,13.0,100,6.6
2023-01-09 15:00:00+00:00,0.0,0.0,0.0,12.2,100,7.1
2023-01-09 16:00:00+00:00,0.0,0.0,0.0,12.5,100,5.9
2023-01-09 17:00:00+00:00,0.0,0.0,0.0,10.5,96,7.4
2023-01-09 18:00:00+00:00,0.0,0.0,0.0,10.5,93,5.4
2023-01-09 19:00:00+00:00,0.0,0.0,0.0,9.6,96,5.4
2023-01-09 20:00:00+00:00,0.0,0.0,0.0,9.4,100,7.2
2023-01-09 21:00:00+00:00,0.0,0.0,0.0,9.4,100,7.5
2023-01-09 22:00:00+00:00,0.0,0.0,0.0,9.5,90,8.2
2023-01-09 23:00:00+00:00,0.0,0.0,0.0,8.8,59,7.8
2023-01-10 00:00:00+00:00,0.0,0.0,0.0,7.5,100,8.4
2023-01-10 01:00:00+00:00,0.0,0.0,0.0,7.6,100,7.1
2023-01-10 02:00:00+00:00,1.0,0.0,1.0,7.6,100,8.1
2023-01-10 03:00:00+00:00,38.0,2.0,36.0,8.3,100,9.1
2023-01-10 04:00:00+00:00,113.0,13.0,100.0,9.2,100,8.1
2023-01-10 05:00:00+00:00,186.0,16.0,170.0,10.7,100,8.4
2023-01-10 06:00:00+00:00,326.0,61.0,265.0,12.9,98,8.9
2023-01-10 07:00:00+00:00,549.0,352.0,197.0,15.5,80,9.9
2023-01-10 08:00:00+00:00,575.0,428.0,147.0,17.2,0,12.9
2023-01-10 09:00:00+00:00,514.0,386.0,128.0,18.1,0,14.0
2023-01-10 10:00:00+00:00,391.0,279.0,112.0,18.4,0,14.4
2023-01-10 11:00:00+00:00,229.0,143.0,86.0,17.8,0,12.6
2023-01-10 12:00:00+00:00,70.0,30.0,40.0,14.0,0,6.4
2023-01-10 13:00:00+00:00,1.0,0.0,1.0,12.1,0,7.7
2023-01-10 14:00:00+00:00,0.0,0.0,0.0,11.4,0,7.5
2023-01-10 15:00:00+00:00,0.0,0.0,0.0,11.3,0,8.4
2023-01-10 16:00:00+00:00,0.0,0.0,0.0,10.7,0,8.0
2023-01-10 17:00:00+00:00,0.0,0.0,0.0,10.4,0,9.3
2023-01-10 18:00:00+00:00,0.0,0.0,0.0,9.9,0,9.1
2023-01-10 19:00:00+00:00,0.0,0.0,0.0,9.5,0,8.6
2023-01-10 20:00:00+00:00,0.0,0.0,0.0,8.8,0,7.6
2023-01-10 21:00:00+00:00,0.0,0.0,0.0,8.7,0,8.1
2023-01-10 22:00:00+00:00,0.0,0.0,0.0,8.4,22,8.1
2023-01-10 23:00:00+00:00,0.0,0.0,0.0,8.4,100,9.4
2023-01-11 00:00:00+00:00,0.0,0.0,0.0,7.6,100,7.6
2023-01-11 01:00:00+00:00,0.0,0.0,0.0,7.7,100,7.7
2023-01-11 02:00:00+00:00,1.0,0.0,1.0,8.0,100,6.3
2023-01-11 03:00:00+00:00,44.0,4.0,40.0,8.6,100,7.4
2023-01-11 04:00:00+00:00,129.0,11.0,118.0,9.5,100,6.2
2023-01-11 05:00:00+00:00,247.0,48.0,199.0,11.6,97,5.0
2023-01-11 06:00:00+00:00,455.0,221.0,234.0,14.3,60,4.3
2023-01-11 07:00:00+00:00,564.0,390.0,174.0,16.7,49,3.7
2023-01-11 08:00:00+00:00,578.0,423.0,155.0,18.4,81,3.0
2023-01-11 09:00:00+00:00,504.0,350.0,154.0,19.4,89,1.8
2023-01-11 10:00:00+00:00,363.0,204.0,159.0,19.7,88,3.2
2023-01-11 11:00:00+00:00,213.0,98.0,115.0,18.9,41,4.7
2023-01-11 12:00:00+00:00,71.0,27.0,44.0,14.8,21,7.2
2023-01-11 13:00:00+00:00,1.0,0.0,1.0,13.6,0,9.4
2023-01-11 14:00:00+00:00,0.0,0.0,0.0,12.8,7,9.8
2023-01-11 15:00:00+00:00,0.0,0.0,0.0,12.3,8,10.2
2023-01-11 16:00:00+00:00,0.0,0.0,0.0,11.7,25,12.0
2023-01-11 17:00:00+00:00,0.0,0.0,0.0,11.4,39,11.5
2023-01-11 18:00:00+00:00,0.0,0.0,0.0,11.5,100,13.7
2023-01-11 19:00:00+00:00,0.0,0.0,0.0,12.0,80,15.0
2023-01-11 20:00:00+00:00,0.0,0.0,0.0,11.3,48,15.2
2023-01-11 21:00:00+00:00,0.0,0.0,0.0,11.0,100,15.7
2023-01-11 22:00:00+00:00,0.0,0.0,0.0,11.2,100,14.9
2023-01-11 23:00:00+00:00,0.0,0.0,0.0,11.3,100,14.4
2023-01-12 00:00:00+00:00,0.0,0.0,0.0,10.5,27,10.6
2023-01-12 01:00:00+00:00,0.0,0.0,0.0,10.2,2,10.8
2023-01-12 02:00:00+00:00,1.0,0.0,1.0,9.8,8,10.6
2023-01-12 03:00:00+00:00,70.0,26.0,44.0,11.5,17,15.6
2023-01-12 04:00:00+00:00,218.0,118.0,100.0,14.1,78,15.3
2023-01-12 05:00:00+00:00,343.0,188.0,155.0,16.4,18,15.6
2023-01-12 06:00:00+00:00,498.0,359.0,139.0,18.2,56,16.0
2023-01-12 07:00:00+00:00,538.0,369.0,169.0,19.1,17,14.6
2023-01-12 08:00:00+00:00,556.0,402.0,154.0,19.7,21,12.5
2023-01-12 09:00:00+00:00,477.0,325.0,152.0,20.1,27,12.3
2023-01-12 10:00:00+00:00,353.0,220.0,133.0,19.8,56,12.7
2023-01-12 11:00:00+00:00,201.0,100.0,101.0,19.0,59,12.5
2023-01-12 12:00:00+00:00,57.0,18.0,39.0,17.0,43,10.2
2023-01-12 13:00:00+00:00,1.0,0.0,1.0,15.9,41,11.1
2023-01-12 14:00:00+00:00,0.0,0.0,0.0,15.1,39,9.4
2023-01-12 15:00:00+00:00,0.0,0.0,0.0,14.5,6,10.2
2023-01-12 16:00:00+00:00,0.0,0.0,0.0,13.9,0,11.7
2023-01-12 17:00:00+00:00,0.0,0.0,0.0,13.1,0,10.6
2023-01-12 18:00:00+00:00,0.0,0.0,0.0,12.6,0,8.9
2023-01-12 19:00:00+00:00,0.0,0.0,0.0,12.0,0,7.6
2023-01-12 20:00:00+00:00,0.0,0.0,0.0,11.6,1,8.8
2023-01-12 21:00:00+00:00,0.0,0.0,0.0,11.3,7,9.6
2023-01-12 22:00:00+00:00,0.0,0.0,0.0,10.8,25,7.9
2023-01-12 23:00:00+00:00,0.0,0.0,0.0,10.6,25,7.3
2023-01-13 00:00:00+00:00,0.0,0.0,0.0,11.1,52,12.2
2023-01-13 01:00:00+00:00,0.0,0.0,0.0,11.5,71,12.4
2023-01-13 02:00:00+00:00,1.0,0.0,1.0,11.3,35,7.2
2023-01-13 03:00:00+00:00,57.0,21.0,36.0,12.3,31,12.7
2023-01-13 04:00:00+00:00,187.0,89.0,98.0,13.9,53,13.4
2023-01-13 05:00:00+00:00,290.0,144.0,146.0,15.4,78,13.6
2023-01-13 06:00:00+00:00,404.0,252.0,152.0,16.5,86,10.7
2023-01-13 07:00:00+00:00,387.0,232.0,155.0,16.9,99,11.0
2023-01-13 08:00:00+00:00,356.0,196.0,160.0,17.2,50,16.6
2023-01-13 09:00:00+00:00,377.0,200.0,177.0,17.9,4,15.0
2023-01-13 10:00:00+00:00,338.0,198.0,140.0,18.6,2,9.1
2023-01-13 11:00:00+00:00,221.0,125.0,96.0,18.4,17,6.8
2023-01-13 12:00:00+00:00,66.0,26.0,40.0,16.7,26,4.7
2023-01-13 13:00:00+00:00,1.0,0.0,1.0,14.6,37,4.9
2023-01-13 14:00:00+00:00,0.0,0.0,0.0,14.4,17,8.4
2023-01-13 15:00:00+00:00,0.0,0.0,0.0,13.4,46,6.3
2023-01-13 16:00:00+00:00,0.0,0.0,0.0,13.0,26,5.6
2023-01-13 17:00:00+00:00,0.0,0.0,0.0,12.9,13,9.7
2023-01-13 18:00:00+00:00,0.0,0.0,0.0,12.5,19,7.9
2023-01-13 19:00:00+00:00,0.0,0.0,0.0,12.2,9,10.6
2023-01-13 20:00:00+00:00,0.0,0.0,0.0,11.7,2,10.5
2023-01-13 21:00:00+00:00,0.0,0.0,0.0,11.3,2,11.1
2023-01-13 22:00:00+00:00,0.0,0.0,0.0,11.1,15,12.3
2023-01-13 23:00:00+00:00,0.0,0.0,0.0,10.9,100,12.9
2023-01-14 00:00:00+00:00,0.0,0.0,0.0,10.4,100,14.5
2023-01-14 01:00:00+00:00,0.0,0.0,0.0,10.3,100,14.6
2023-01-14 02:00:00+00:00,1.0,0.0,1.0,10.4,100,15.4
2023-01-14 03:00:00+00:00,52.0,16.0,36.0,10.7,37,14.9
2023-01-14 04:00:00+00:00,188.0,87.0,101.0,11.7,10,14.3
2023-01-14 05:00:00+00:00,401.0,268.0,133.0,13.1,0,13.5
2023-01-14 06:00:00+00:00,545.0,419.0,126.0,14.6,0,14.5
2023-01-14 07:00:00+00:00,603.0,466.0,137.0,15.9,0,16.2
2023-01-14 08:00:00+00:00,606.0,470.0,136.0,16.7,0,17.1
2023-01-14 09:00:00+00:00,541.0,412.0,129.0,17.0,0,16.7
2023-01-14 10:00:00+00:00,417.0,303.0,114.0,16.7,0,16.0
2023-01-14 11:00:00+00:00,251.0,161.0,90.0,15.8,0,14.2
2023-01-14 12:00:00+00:00,82.0,37.0,45.0,13.3,0,10.0
2023-01-14 13:00:00+00:00,1.0,0.0,1.0,11.6,0,11.2
2023-01-14 14:00:00+00:00,0.0,0.0,0.0,10.6,0,12.7
2023-01-14 15:00:00+00:00,0.0,0.0,0.0,9.6,30,13.1
2023-01-14 16:00:00+00:00,0.0,0.0,0.0,8.9,76,12.1
2023-01-14 17:00:00+00:00,0.0,0.0,0.0,8.4,86,11.3
2023-01-14 18:00:00+00:00,0.0,0.0,0.0,8.0,48,11.5
2023-01-14 19:00:00+00:00,0.0,0.0,0.0,7.5,8,11.8
2023-01-14 20:00:00+00:00,0.0,0.0,0.0,7.0,0,12.1
2023-01-14 21:00:00+00:00,0.0,0.0,0.0,6.6,0,13.4
2023-01-14 22:00:00+00:00,0.0,0.0,0.0,6.3,0,13.9
2023-01-14 23:00:00+00:00,0.0,0.0,0.0,6.1,0,14.2
2023-01-15 00:00:00+00:00,0.0,0.0,0.0,6.0,0,14.5
2023-01-15 01:00:00+00:00,0.0,0.0,0.0,5.7,0,14.8
2023-01-15 02:00:00+00:00,1.0,0.0,1.0,5.5,0,14.3
2023-01-15 03:00:00+00:00,83.0,38.0,45.0,6.8,0,15.7
2023-01-15 04:00:00+00:00,257.0,166.0,91.0,8.9,0,14.5
2023-01-15 05:00:00+00:00,428.0,313.0,115.0,11.2,0,14.5
2023-01-15 06:00:00+00:00,558.0,429.0,129.0,13.1,0,15.5
2023-01-15 07:00:00+00:00,626.0,491.0,135.0,14.5,0,15.8
2023-01-15 08:00:00+00:00,626.0,491.0,135.0,15.1,0,15.6
2023-01-15 09:00:00+00:00,558.0,430.0,128.0,15.3,0,15.6
2023-01-15 10:00:00+00:00,430.0,315.0,115.0,15.1,0,15.9
2023-01-15 11:00:00+00:00,259.0,169.0,90.0,14.5,0,13.8
2023-01-15 12:00:00+00:00,85.0,40.0,45.0,11.6,0,6.7
2023-01-15 13:00:00+00:00,2.0,0.0,2.0,9.7,4,8.0
2023-01-15 14:00:00+00:00,0.0,0.0,0.0,9.0,70,7.5
2023-01-15 15:00:00+00:00,0.0,0.0,0.0,8.3,17,8.1
2023-01-15 16:00:00+00:00,0.0,0.0,0.0,7.9,0,9.1
2023-01-15 17:00:00+00:00,0.0,0.0,0.0,7.4,0,9.4
2023-01-15 18:00:00+00:00,0.0,0.0,0.0,6.9,0,8.9
2023-01-15 19:00:00+00:00,0.0,0.0,0.0,6.3,0,8.5
2023-01-15 20:00:00+00:00,0.0,0.0,0.0,5.7,0,8.1
2023-01-15 21:00:00+00:00,0.0,0.0,0.0,5.1,0,7.9
